nombre_plato,ingredientes,precio,kcal,proteinas,hidratos,grasas,peso,alergenos,is_vegetariano,is_vegano,is_keto,bajo_en_calorias,es_postre,de_cuchara,alto_proteina,sin_lactosa,is_gourmet,para_diabeticos,sin_gluten,congelar
Merluza al horno con Pisto,"Aceite de Oliva, Tomates, Sal, Pimiento, Azúcar, Merluza 55.67% (PESCADO), Berenjena, Calabacín, Patata, Cebolla y Pimienta Blanca",7.85,61.2,6.4,3.8,1.9,380.0,PESCADO,False,False,False,True,False,False,False,True,False,True,True,False
Merluza en Salsa de Almendras,"Merluza 62.94% (PESCADO), Pimiento, Tomate, Cebolla, Almendra 3.08% (FRUTOS DE CÁSCARA), Aceite de Oliva, Ajo, Vino, Pimentón Dulce y Sal",7.95,90.5,8.9,1.1,5.2,380.0,"PESCADO, FRUTOS DE CÁSCARA",False,False,True,True,False,False,True,True,True,True,True,True
Merluza en Salsa Verde con Menestra,"Pimiento, Merluza 21.90% (PESCADO), Agua, Zanahoria, Guisantes, Ajo, Caldo de Verduras, Sal, Perejil, Aceite de Oliva, Harina de maiz, Coliflor y Judías Verdes",7.85,43.1,5.8,3.5,0.4,380.0,PESCADO,False,False,False,True,False,False,False,True,False,True,True,True
Pez de Espada con Tomatitos Cherry y Judías Verdes,"Pez de Espada 51.42% (PESCADO), Judías Verdes 35.99%, Tomates Cherry 7.20%, Aceite de Oliva, Ajo, Perejil y Sal",7.95,147.0,9.1,2.1,11.2,380.0,PESCADO,False,False,True,False,False,False,False,True,True,True,True,True
Pimientos del Piquillo Rellenos de Atún,"Pimientos del Piquillo 28.70%, Tomate, Atún (PESCADO) 17.33%, Cebolla, Pimiento, Agua, Aceite de Oliva, Paté de Hígado, Harina de maiz, Sal y Pimienta",6.35,90.3,3.5,4.2,6.4,380.0,PESCADO,False,False,False,True,False,False,False,True,True,True,True,True
Rosada a la Roteña,"Rosada 66.51% (PESCADO), Pimiento, Cebolla, Tomate, Aceite de Oliva, Ajo, Sal y Caldo de Verduras",7.45,57.6,5.2,1.7,3.1,380.0,PESCADO,False,False,False,True,False,False,False,True,False,True,True,True
Salmón al Pesto y Espinacas,"Salmón 45.35% (PESCADO), Espinacas 32.57%, Mayonesa (HUEVO), Albahaca, Agua, Aceite de Girasol, Queso (LÁCTEOS), Anacardos (FRUTOS DE CÁSCARA), Sal, Almidón Modificado de Maíz, Azúcar, Regulador de Acidez y Sal",7.95,218.0,7.9,1.4,19.9,380.0,"LÁCTEOS, PESCADO, HUEVO, FRUTOS DE CÁSCARA",False,False,True,False,False,False,False,False,True,True,True,False
Salmón en Hojaldre y Crema de Queso,"Salmón 63.18% (PESCADO), Queso 25.27% (LÁCTEOS), Nata 5.26% (LÁCTEOS), Huevo (HUEVO), Sal, Eneldo, Pimienta, Harina de Trigo (GLUTEN) y Mantequilla (LÁCTEOS)",8.95,259.0,18.6,10.1,17.2,380.0,"LÁCTEOS, HUEVO, PESCADO, GLUTEN",False,False,False,False,True,True,True,False,True,False,False,False
Salmón en Salsa de Yogur y Eneldo,"Salmón 48.39% (PESCADO), Patata, Huevo (HUEVO), Aceite de oliva, Yogur (LÁCTEOS), Queso (LÁCTEOS), Mostaza (MOSTAZA), Sal, Eneldo y Pimienta Negra",8.4,206.0,10.3,5.3,16.4,380.0,"LÁCTEOS, PESCADO, MOSTAZA, HUEVO",False,False,False,False,False,False,False,False,True,True,True,False
Salmón Teriyaki con Noodles y Setas,"Salmón 61.85% (PESCADO), Salsa Teriyaki, Mirin, Azúcar, Almidón de Azúcar, Espesante, Conservante, Setas, Sémola de trigo (GLUTEN), Puerros, Sésamo(SÉSAMO) y Jengibre",7.95,128.0,9.9,12.6,3.9,380.0,"PESCADO, SÉSAMO, SOJA, GLUTEN",False,False,False,False,False,False,False,True,True,False,False,False
Arroz con Leche Casero,"Leche  Sin Lactosa(LÁCTEOS) 73.72% Arroz 12.29%, Azúcar, Canela y Esencia de Limón",3.95,132.0,3.6,21.5,3.5,190.0,LÁCTEOS,True,False,False,False,True,False,False,True,False,False,True,False
Brownie de Chocolate con Avellanas,"Azúcar, Margarina, Huevo (HUEVO), Harina de maiz, Cacao 7.64%, Avellana (FRUTOS DE CÁSCARA) y Levadura",4.65,484.0,5.5,48.2,29.7,180.0,"HUEVO, FRUTOS DE CÁSCARA",True,False,False,False,True,False,False,True,False,False,False,False
Postre de Turrón Casero,"Leche  Sin Lactosa(LÁCTEOS), Almendras (FRUTOS DE CÁSCARA), Caramelo, Flan Royal y Huevo (HUEVO)",3.95,227.0,6.3,24.0,11.3,150.0,"HUEVO, LÁCTEOS, FRUTOS DE CÁSCARA",True,False,False,False,True,True,False,False,False,False,True,False
Tarta de Queso,"Harina de trigo, Mantequilla (LÁCTEOS), Queso 16.74% (LÁCTEOS), Nata (LÁCTEOS), Azúcar, leche (LÁCTEOS), Huevo (HUEVO), Limón, Fresas y Frambuesas",3.95,294.0,5.0,31.3,16.3,150.0,"HUEVO, LÁCTEOS",True,False,False,False,True,False,False,False,True,False,False,False
Cazuela de Fideos con Marisco y Pescado,"Agua, Gambas 51.26% (CRUSTÁCEOS), Patatas, Fideos 5.69% (GLUTEN), Calamares 5.47% (PESCADO), Rosada 3.87% (PESCADO), Mejillón 3.03% (MOLUSCOS), Cebolla, Aceite de Oliva,Almeja 1.14%, Guisantes, Vino, Caldo de Pescado (PESCADO), Pimiento, Pimiento, Sal, Ajo, Pimentón Dulce y Pimienta Blanca.",5.05,51.0,3.2,7.4,0.5,380.0,"GLUTEN, CRUSTÁCEOS. MOLUSCOS, PESCADO",False,False,False,True,False,True,False,True,True,True,False,False
Crema de Marisco,"Agua, Gambas 21.77% (CRUSTÁCEOS), Patatas, Pulpo 5.44%, Zanahoria, Puerro, Surimi 3.26%, Tomate, Merluza 2.72% (PESCADO), Caldo de Pescado, Aceite de Oliva, y Sal.",5.45,51.0,3.3,7.0,0.9,380.0,"CRUSTÁCEOS, PESCADO",False,False,False,True,False,True,False,True,False,True,True,False
Crema de Puerros o Vichyssoise,"Agua, Puerro 24.87%, Cebolla, Patata, Nata (LÁCTEOS), Aceite de Oliva, Ajo, Sal, Caldo de Verduras",5.05,47.0,1.3,3.5,2.9,380.0,LÁCTEOS,True,False,False,True,False,True,False,False,True,True,True,False
Crema de Verduras,"(Zanahoria, Guisantes, Coliflor, Judías Verdes) 34.06%, Agua, Nata (LÁCTEOS), Cebolla, Sal y Caldo de Verduras.",5.05,43.8,1.8,6.4,0.8,380.0,LÁCTEOS,True,False,False,True,False,True,False,False,False,True,True,False
Crema de Zanahoria,"Agua, Zanahoria 31.30%, Cebolla, Patata, Nata (LÁCTEOS), Queso (LÁCTEOS), Ajo, Caldo de Verduras y Sal",5.05,46.0,1.7,4.2,2.3,380.0,LÁCTEOS,True,False,False,True,False,True,False,False,False,True,True,False
Sopa Castellana,"Agua, Jamón, Pan (GLUTEN), Huevo (HUEVO), Aceite de Oliva, Caldo de Carne, Ajo y Pimentón Dulce",5.05,78.6,4.9,4.2,4.6,380.0,"HUEVO, GLUTEN",False,False,False,True,False,True,False,True,False,True,False,False
Cocido Madrileño FAMILIAR,"Agua, Garbanzos 30.62%, Patatas, Cerdo, Pollo, Col, Zanahoria, Cebolla, Chorizo, Morcilla, Aceite de Oliva, Caldo de Carne, Sal y Hueso de Jamón",16.75,101.0,6.2,6.3,5.3,1100.0,,False,False,False,False,False,True,False,True,False,False,True,False
Garbanzos con Langostinos y Chorizo FAMILIAR,"Garbanzos 42.18%, Langostino (CRUSTÁCEOS) 20.46%, Agua, Chorizo 5.30%, Cebolla, Pimiento, Tomate, Vino, Aceite de Oliva, Sal, Harina de maiz, Caldo de Carne, Ajo y Perejil",17.85,152.0,7.0,7.6,9.5,1100.0,CRUSTÁCEOS,False,False,False,False,False,True,False,True,False,False,False,True
Albóndigas de Choco y Gambas FAMILIAR,"Agua, Choco (PESCADO) 19.53%, Cebolla, Langostino (CRUSTÁCEOS) 8.20%, Zanahoria, Pan (GLUTEN), leche  Sin Lactosa(LÁCTEOS), Vino, Huevo (HUEVO), Aceite de Oliva, Pescado (PESCADO), Ajo, Sal, Perejil, Pimienta y Laurel",19.55,73.0,6.1,6.2,2.2,1100.0,"HUEVO, GLUTEN, PESCADO, CRUSTÁCEOS, LÁCTEOS",False,False,False,True,False,False,False,False,True,True,False,False
Albóndigas de Pollo con Tomate FAMILIAR,"Pollo 31.85%, Cebolla, Zanahoria, Ajo, Huevo (HUEVO), Sal, leche Sin Lactosa(LÁCTEOS), Aroma de Carne, Pan (GLUTEN), Tomate 26.36%, Cebolla, Vino, Pimienta, Ajo, Aceite de Oliva y Sal",17.25,72.3,5.9,6.4,2.3,1100.0,"HUEVO, GLUTEN, LÁCTEOS",False,False,False,True,False,False,False,False,False,True,False,False
Albóndigas de Pollo en Salsa FAMILIAR,"Agua, Pollo 24.93%, Zanahoria, Cebolla, Pan (GLUTEN), Vino, Huevo (HUEVO), Vino, Caldo de Verduras, Sal, Roast Pork, Ajo y Pimienta Negra.",17.25,78.1,5.6,5.8,3.2,1100.0,"HUEVO, GLUTEN",False,False,False,True,False,False,False,True,False,True,False,False
Albóndigas en Salsa de la Abuela FAMILIAR,"Ternera 10.93%, Cerdo 10.93%, Perejil, Cebolla, Huevo (HUEVO), Ajo, Caldo de Carne, Pan (GLUTEN) y leche Sin Lactosa (LÁCTEOS)), Vino, Aceite de Oliva, Pimienta, Pimentón, Pollo, Roast Pork, Tomate, Zanahoria y Guisantes",19.55,129.0,8.3,8.9,6.3,1100.0,"HUEVO, GLUTEN, LÁCTEOS",False,False,False,False,False,False,False,True,False,False,False,False
Estofado de Cerdo con Tomate FAMILIAR,"Cerdo 53.88%, Tomate 21.35%, Agua, Cebolla, Vino, Zanahoria, Pimiento, Aceite de Oliva, Sal, Ajo, Pimienta Negra y Laurel",18.15,116.0,12.2,1.9,6.2,1100.0,,False,False,True,False,False,True,True,True,False,True,True,True
Fabada Asturiana Casera FAMILIAR,"Agua, Fabes 12.84%, Cerdo, Lacon, Chorizo Asturiano, Morcilla Asturiana, Aceite de Oliva y Pimentón Dulce",17.55,156.0,8.3,9.4,8.2,1100.0,,False,False,False,False,False,True,False,True,True,False,True,True
Garbanzos con Verduras FAMILIAR,"Garbanzos 20.50, Pimiento 13.45%, Cebolla, 11.53%, Zanahoria 9.81%, Agua, Tomate 9.06%, Calabaza 7.69%, Judías Verdes 6.41%, Calabacín 5.68%, Patata 2.56%, Aceite de Oliva, Ajo, Caldo de Verduras y Pimentón Dulce",15.65,92.6,4.5,10.4,2.9,1100.0,,True,True,False,True,False,True,False,True,False,True,True,False
Judías Blancas con Chorizo FAMILIAR,"Alubias Blancas 36.26%, Agua, Patata, Cebolla, Chorizo 7.93%, Pimiento, Zanahoria, Aceite de Oliva, Ajo, Sal y Pimentón Dulce",16.75,91.1,5.4,10.7,2.4,1100.0,,False,False,False,True,False,True,False,True,False,True,True,False
Judías Pintas con Verduritas y Jamón Serrano FAMILIAR,"Judías Pintas 39.96%, Agua, Jamón 12.65%, Zanahoria 5.20%, Cebolla 5.05%, Tomates 3.29, Pimiento 5,5%, Aceite de Oliva, Ajo, Pimentón dulce, Sal, Pimienta Blanca y Laurel",18.45,99.6,6.7,8.9,3.6,1100.0,,False,False,False,True,False,True,False,True,False,True,True,True
Patatas con Choco FAMILIAR,"Patatas 39.34%, Chocos 23.60% (PESCADO), Agua, Cebolla, Tomate, Pimiento, Aceite de Oliva, Vino, Ajo, Sal, Caldo de Pescado (PESCADO), Harina de maiz y Colorante",16.75,69.5,3.9,6.6,2.8,1100.0,PESCADO,False,False,False,True,False,False,False,True,False,True,True,False
Pisto FAMILIAR,"Cebolla, Patatas, Tomate, Sal, Aceite de Oliva, Pimiento, Calabacín, Berenjenas y Pimienta Blanca",16.75,89.3,2.7,8.4,4.1,1100.0,,True,True,False,True,False,False,False,True,False,True,True,False
Albóndigas con Pisto +GRANDE,"Calabacín, Berenjena, Pimiento, Cebolla, Patatas, Pollo 24.85%, Tomate, Pan (GLUTEN), Zanahoria, Cebolla, Huevo (HUEVO), Aceite de Oliva, Sal, Roast Pork, Ajo, Azúcar y Pimienta Blanca",7.35,87.6,6.0,4.5,4.7,480.0,"HUEVO, GLUTEN",False,False,False,True,False,False,False,True,False,True,False,False
Albóndigas de Pollo en Salsa +GRANDE,"Agua, Pollo 24.93%, Zanahoria, Cebolla, Pan (GLUTEN), Vino, Huevo (HUEVO), Vino, Caldo de Verduras, Sal, Roast Pork, Ajo y Pimienta Negra.",7.25,78.1,5.6,5.8,3.2,480.0,"HUEVO, GLUTEN",False,False,False,True,False,False,False,True,False,True,False,False
Albóndigas en Salsa de la Abuela +GRANDE,"Ternera 10.93%, Cerdo 10.93%, Perejil, Cebolla, Huevo (HUEVO), Ajo, Caldo de Carne, Pan (GLUTEN) y leche Sin Lactosa (LÁCTEOS)), Vino, Aceite de Oliva, Pimienta, Pimentón, Pollo, Roast Pork, Tomate, Zanahoria y Guisantes",7.95,129.0,8.3,8.9,6.3,480.0,"HUEVO, GLUTEN, LÁCTEOS",False,False,False,False,False,False,False,False,True,False,False,False
Bacalao al Pilpil con Pimientos del Piquillo +GRANDE,"Bacalao 71.34% (PESCADO) , Aceite de Oliva 14.24%, Pimientos del Piquillo, Ajo y Goma Xantana",8.95,0.0,0.0,0.0,0.0,480.0,PESCADO,False,False,True,True,False,False,False,True,True,True,True,True
Calabacines Rellenos de Carne +GRANDE,"Calabacines 45.70%, Queso sin Lactosa (LÁCTEOS), leche  Sin Lactosa(LÁCTEOS), Agua, Cerdo 6.58%, Cebolla, Tomate, Aceite de Oliva, Harina de maiz, Vino, Patatas, Pimiento, Zanahoria, Sal, Ajo, Nuez Moscada y Pimienta",7.25,96.0,4.5,5.1,6.1,480.0,LÁCTEOS,False,False,False,True,False,False,False,True,False,True,True,False
Carrilleras de Cerdo en Salsa con Crema de Patatas +GRANDE,"Cerdo 60.82%, Agua, Patatas 8.12%, Cebolla, Zanahoria, Pimiento, Vino, Nata (LÁCTEOS), Aceite de Oliva, Ajo, Vino, Sal, Mantequilla (LÁCTEOS), Caldo de Carne, Pimienta Negra y Nuez Moscada.",8.15,172.0,13.5,14.5,5.9,480.0,LÁCTEOS,False,False,False,False,False,True,True,False,True,False,True,False
Cazuela de Fideos con Marisco y Pescado +GRANDE,"Agua, Gambas 51.26% (CRUSTÁCEOS), Patatas, Fideos 5.69% (GLUTEN), Calamares 5.47% (PESCADO), Rosada 3.87% (PESCADO), Mejillón 3.03% (MOLUSCOS), Cebolla, Aceite de Oliva,Almeja 1.14%, Guisantes, Vino, Caldo de Pescado (PESCADO), Pimiento, Pimiento, Sal, Ajo, Pimentón Dulce y Pimienta Blanca.",6.05,51.0,3.2,7.4,0.5,480.0,"GLUTEN, CRUSTÁCEOS. MOLUSCOS, PESCADO",False,False,False,True,False,True,False,True,False,True,False,False
Cocido Madrileño +GRANDE,"Agua, Garbanzos 30.62%, Patatas, Cerdo, Pollo, Col, Zanahoria, Cebolla, Chorizo, Morcilla, Aceite de Oliva, Caldo de Carne, Sal y Hueso de Jamón",6.95,101.0,6.2,6.3,5.3,480.0,,False,False,False,False,False,True,False,True,False,False,True,False
Estofado de Ternera +GRANDE,"Patatas,  Ternera 27.43%, Agua, Cebolla, Vino, Pimiento, Zanahoria, Aceite de Oliva, Sal, Caldo de Carne, Ajo y Colorante.",6.95,105.0,7.4,6.6,4.8,480.0,,False,False,False,False,False,True,False,True,False,True,True,False
Fabada Asturiana Casera +GRANDE,"Agua, Fabes 12.84%, Cerdo, Lacon, Chorizo Asturiano, Morcilla Asturiana, Aceite de Oliva y Pimentón Dulce",7.25,156.0,8.3,9.4,8.2,480.0,,False,False,False,False,False,True,False,True,True,False,True,True
Garbanzos con Langostinos y Chorizo +GRANDE,"Garbanzos 42.18%, Langostino (CRUSTÁCEOS) 20.46%, Agua, Chorizo 5.30%, Cebolla, Pimiento, Tomate, Vino, Aceite de Oliva, Sal, Harina de maiz, Caldo de Carne, Ajo y Perejil",7.35,152.0,7.0,7.6,9.5,480.0,CRUSTÁCEOS,False,False,False,False,False,True,False,True,False,False,False,False
Garbanzos con Verduras +GRANDES,"Garbanzos 20.50, Pimiento 13.45%, Cebolla, 11.53%, Zanahoria 9.81%, Agua, Tomate 9.06%, Calabaza 7.69%, Judías Verdes 6.41%, Calabacín 5.68%, Patata 2.56%, Aceite de Oliva, Ajo, Caldo de Verduras y Pimentón Dulce",6.55,73.7,4.0,8.2,2.0,480.0,,True,True,False,True,False,True,False,True,False,True,True,False
Judías Blancas con Chorizo +GRANDES,"Alubias Blancas 36.26%, Agua, Patata, Cebolla, Chorizo 7.93%, Pimiento, Zanahoria, Aceite de Oliva, Ajo, Sal y Pimentón Dulce",6.95,91.1,5.4,10.7,2.4,480.0,,False,False,False,True,False,True,False,True,False,True,True,False
Judías Pintas con Verduritas y Jamón Serrano +GRANDE,"Judías Pintas 39.96%, Agua, Jamón 12.65%, Zanahoria 5.20%, Cebolla 5.05%, Tomates 3.29, Pimiento 5,5%, Aceite de Oliva, Ajo, Pimentón dulce, Sal, Pimienta Blanca y Laurel",7.55,99.6,6.7,8.9,3.6,480.0,,False,False,False,True,False,True,False,True,False,True,True,True
Jugosa Pechuga de Pollo a la Miel y Mostaza +GRANDE,"Pollo 77.52%, Huevo (HUEVO), Aceite de Oliva, Miel 1.87%, Mostaza (MOSTAZA) 1.87%, Salsa de Soja (SOJA), Ajo, Sal, Aroma de Carne, Perejil y Pimienta Blanca",8.25,223.0,16.3,2.3,16.5,480.0,"SOJA, MOSTAZA, HUEVO",False,False,True,False,False,False,True,True,False,True,True,False
Lentejas con Verduras +GRANDES,"Agua, Lentejas 13.61%, Patata 10.20%, Zanahoria 7.99%, Cebolla 6.80%, Calabaza 5.44%, Tomate 4.08%, Pimiento 6.80%, Puerro 2.72%, Aceite de Oliva, Caldo de Verduras, Ajo y Pimentón Dulce",6.55,73.7,4.0,8.2,2.0,480.0,,True,True,False,True,False,True,False,True,False,True,True,False
Lentejas Riojanas +GRANDES,"Agua, Lentejas 18.25%, Patata, Chorizo 10.48%, Zanahoria, Cebolla, Pimiento, Aceite de Oliva, Sal, Pimentón Dulce y Laurel",6.55,94.4,6.3,9.3,2.8,480.0,,False,False,False,True,False,True,False,True,False,True,False,False
Marmitako de Atún +GRANDE,"Patatas, Agua, Atún 18.40% (PESCADO), Cebolla, Vino, Pimiento, Aceite de Oliva, caldo de Pescado, Sal, Ajo, Colorante, Pimienta Blanca y Laurel",7.15,66.9,3.8,6.1,2.2,480.0,PESCADO,False,False,False,True,False,True,False,True,False,True,True,False
Musaka +GRANDE,"Berenjenas 57.36%, leche (LÁCTEOS) Sin Lactosa, Agua, Ternera, Cerdo, Tomate, Queso Sin Lactosa (LÁCTEOS), Cebolla, Aceite de Oliva, Harina de maiz, Zanahoria, Bacon, Vino, Sal, Ajo, Caldo de Carne, Nuez Moscada y Orégano",7.35,103.0,5.8,4.6,6.6,450.0,LÁCTEOS,False,False,True,False,False,False,False,True,False,True,True,False
Pavo al Curry y Coliflor +GRANDE,"Pavo 41.72%, Coliflor 32.10%, Queso (LÁCTEOS), Cebolla, Nata (LÁCTEOS), Tomate, Aceite de Oliva, Curry Amarillo 0.39% y Sal",6.95,90.6,11.0,1.7,4.2,480.0,LÁCTEOS,False,False,True,True,False,False,True,False,True,True,True,False
Pollo a la Carbonara con Champiñones +GRANDE,"Pollo 50.80%, Champiñones 19.94%, Nata (LÁCTEOS), Cebolla, Queso (LÁCTEOS), Mantequilla (LÁCTEOS), Aceite de Oliva, Ajo, Sal y Pimienta",7.95,98.0,7.4,1.0,7.1,480.0,LÁCTEOS,False,False,True,True,False,False,False,False,False,True,True,False
Pollo al Curry con Arroz +GRANDE,"Pollo 33.14%, Agua, Nara, Arroz 8.93%, Manzana, leche (LÁCTEOS), Cebolla, Tomate, Aceite de Oliva, Limón, Curry Amarillo 0.71%, Caldo de Carne, Mantequilla (LÁCTEOS), Ajo, Sal, Cayena, Comino, Canela, Colorante y Pimienta Negra",7.85,127.0,7.6,10.5,6.0,480.0,LÁCTEOS,False,False,False,False,False,False,False,False,True,False,True,False
Pollo Asado a la Peruana +GRANDE,"Pollo 49.76%, Patata, Agua, Carne de Pimiento Choricero, Nata (LÁCTEOS), Vino, Mostaza (MOSTAZA), Limón, Aceite de Oliva, Harina de maiz, Ají Amarillo, Sal, Comino, Ajo, Tomillo, Pimienta Negra y Orégano",6.65,88.8,10.0,4.8,3.2,480.0,"LÁCTEOS, MOSTAZA",False,False,False,True,False,False,False,False,True,True,True,False
Pollo Tikka Masala con Arroz Basmati + GRANDE,"Pollo 37.58%, Agua, Tomate, Arroz 9.40%, Cebolla, Nata (LÁCTEOS), Tomate, Mantequilla (LÁCTEOS), Ajo, Aceite de Oliva, Comino, Sal, Canela, Curry, Jengibre, Azúcar, Cúrcuma, Cayena, Ajo y Pimentón dulce",7.85,220.0,9.8,17.1,12.5,480.0,LÁCTEOS,False,False,False,False,False,False,False,False,True,False,True,False
Solomillo a la Pimienta + GRANDE,"Patata 41.44%, Cerdo 39.74%, Nata (LÁCTEOS), Cebolla, Vino, Aceite de Oliva, Ajo, bovril (Caldo de Vacuno, Extracto de Levadura, Sal, Agua, Colorante, Almidón de Maíz, Carne de Vacuno Desidratada, Potenciadores del Sabor, Acidulante y Aromas), Sal, Pimienta en Grano y Pimienta Molida",8.25,120.0,8.7,6.0,5.9,480.0,LÁCTEOS,False,False,False,False,False,False,False,False,True,False,True,False
Wok de Ternera y Verduritas +GRANDE,"Ternera 47.56%, Salsa de Ostras (Agua, Azúcar, Extracto de Ostras (MOLUSCOS), Agua y Sal), Cebolla, Sémola de trigo 7.13% (GLUTEN), Pimiento, Zanahoria, Aceite de Oliva, Salsa de Soja (SOJA), Sal, Azúcar, Ajo, Sal, Roast Pork y Pimienta Negra",8.25,134.0,11.1,9.9,5.3,480.0,"SOJA, GLUTEN, MOLUSCOS",False,False,False,False,False,False,True,True,False,False,False,False
Estofado de Ternera FAMILIAR,"Patatas,  Ternera 27.43%, Agua, Cebolla, Vino, Pimiento, Zanahoria, Aceite de Oliva, Sal, Caldo de Carne, Ajo y Colorante.",16.75,105.0,7.4,6.6,4.8,1100.0,,False,False,False,False,False,True,False,True,False,False,True,False
Lentejas Riojanas FAMILIAR,"Agua, Lentejas 18.25%, Patata, Chorizo 10.48%, Zanahoria, Cebolla, Pimiento, Aceite de Oliva, Sal, Pimentón Dulce y Laurel",15.55,94.4,6.3,9.3,2.8,1100.0,,False,False,False,True,False,True,False,True,False,True,False,False
Carrilleras de Cerdo en Salsa con Crema de Patatas FAMILIAR,"Cerdo 60.82%, Agua, Patatas 8.12%, Cebolla, Zanahoria, Pimiento, Vino, Nata (LÁCTEOS), Aceite de Oliva, Ajo, Vino, Sal, Mantequilla (LÁCTEOS), Caldo de Carne, Pimienta Negra y Nuez Moscada.",20.05,172.0,13.5,14.5,5.9,1100.0,LÁCTEOS,False,False,False,False,False,True,True,False,True,False,True,False
Lentejas con Verduras FAMILIAR,"Agua, Lentejas 13.61%, Patata 10.20%, Zanahoria 7.99%, Cebolla 6.80%, Calabaza 5.44%, Tomate 4.08%, Pimiento 6.80%, Puerro 2.72%, Aceite de Oliva, Caldo de Verduras, Ajo y Pimentón Dulce",15.55,73.7,4.0,8.2,2.0,1100.0,,True,True,False,True,False,True,False,True,False,True,True,False
Arroz Tikka Masala con Heura,"Agua, concentrado de Proteína de Soja (SOJA), Aceite de Oliva, Sal, Aromas, Especias, Vitamina B12, Agua, Arroz 12.42, Tomate, Cebolla, leche de Coco, Aceite de Oliva, Ajo, Comino, Sal, Canela, Curry Amarillo, Jengibre, Cúrcuma, Pimentón Picante y Pimentón Dulce",5.45,188.0,8.9,17.7,8.9,380.0,SOJA,True,True,False,False,False,False,False,True,True,True,True,True
Cuscús de Verduras y Pollo,"Agua, Sémola de trigo 25.41% (GLUTEN), Pollo 19.06%, Calabacín 5.72%, Zanahoria 5.08%, Aceite de Oliva, Pimiento 2.54%, Pimiento 2.54%, Almendra (FRUTOS DE CÁSCARA), Caldo de Verduras, Comino, Curry Amarillo 0.29%, Sal y Pimienta Negra",5.85,174.0,8.0,20.3,6.2,340.0,"GLUTEN, FRUTOS DE CÁSCARA",False,False,False,False,False,False,False,True,False,True,False,False
